Type,Species,Scientific Name,Family,Order,Habitat,Feeding,Plastic type,Plastic_no
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Shy Albatross,Thalassarche cauta,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Silver Gull,Chroicocephalus novaehollandiae,Laridae,Charadriiformes,Coastal beach,Pick from beach,Fishing,2
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Fishing,0
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Fishing,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,1
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Bird,Westland Black Petrel,Procellaria westlandica,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,4
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,1
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,4
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
Trawl,NA,NA,NA,NA,NA,NA,Fishing,1
Trawl,NA,NA,NA,NA,NA,NA,Fishing,0
"*note: this is a cleaned dataset used for analysis in the paper: some of the single species samples were removed and not analysed, and some of the samples where debris was collected but degraded before it could be measured/categorised was also not included.",NA,NA,NA,NA,NA,NA,Fishing,NA
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,18
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Hard Plastic,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Hard Plastic,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Hard Plastic,0
Bird,Bullers Albatross,Thalassarche bulleri,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,4
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Hard Plastic,1
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Hard Plastic,2
Bird,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Hard Plastic,0
Bird,Pied Oystercatcher,Haematopus longirostris,Haematopodidae,Charadriiformes,Coastal beach,Probe with bill,Hard Plastic,20
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,13
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,13
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,8
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,10
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,7
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,16
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,19
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,3
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,4
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,8
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,6
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,9
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,14
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,4
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,7
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,5
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,12
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,6
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,6
Bird,Shy Albatross,Thalassarche cauta,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Silver Gull,Chroicocephalus novaehollandiae,Laridae,Charadriiformes,Coastal beach,Pick from beach,Hard Plastic,0
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Hard Plastic,8
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Hard Plastic,8
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,24
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,4
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,9
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,9
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,2
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,1
Bird,Westland Black Petrel,Procellaria westlandica,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,5
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,9
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,35
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,10
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,7
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,16
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Hard Plastic,3
"*note: this is a cleaned dataset used for analysis in the paper: some of the single species samples were removed and not analysed, and some of the samples where debris was collected but degraded before it could be measured/categorised was also not included.",NA,NA,NA,NA,NA,NA,Hard Plastic,NA
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,1
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Other,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Other,2
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Other,19
Bird,Bullers Albatross,Thalassarche bulleri,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Other,0
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Other,0
Bird,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
