Type,Species,Scientific Name,Family,Order,Habitat,Feeding,Plastic type,Plastic_no
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Other,0
Bird,Pied Oystercatcher,Haematopus longirostris,Haematopodidae,Charadriiformes,Coastal beach,Probe with bill,Other,0
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,5
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Shy Albatross,Thalassarche cauta,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Silver Gull,Chroicocephalus novaehollandiae,Laridae,Charadriiformes,Coastal beach,Pick from beach,Other,0
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Other,0
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Other,2
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,0
Bird,Westland Black Petrel,Procellaria westlandica,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,4
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,3
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,6
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,4
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,3
Trawl,NA,NA,NA,NA,NA,NA,Other,4
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,3
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,8
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,4
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,4
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,1
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,0
Trawl,NA,NA,NA,NA,NA,NA,Other,2
Trawl,NA,NA,NA,NA,NA,NA,Other,0
"*note: this is a cleaned dataset used for analysis in the paper: some of the single species samples were removed and not analysed, and some of the samples where debris was collected but degraded before it could be measured/categorised was also not included.",NA,NA,NA,NA,NA,NA,Other,NA
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Antarctic Prion,Pachyptila desolata,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Soft Plastic,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Soft Plastic,0
Bird,Australia Pelican,Pelecanus conspicillatus,Pelecanidae,Pelecaniformes,Coastal marine,Surface feeding,Soft Plastic,1
Bird,Bullers Albatross,Thalassarche bulleri,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,4
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,4
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fairy Prion,Pachyptila turtur,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Fluttering Shearwater,Puffinus gavia,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Soft Plastic,0
Bird,Gould's Petrel,Pterodroma leucoptera,Procellariidae,Procellariiformes,Pelagic,NA,Soft Plastic,0
Bird,Little Shearwater,Puffinus assimilis,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,0
Bird,Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Suliformes,Coastal marine,Diving,Soft Plastic,1
Bird,Pied Oystercatcher,Haematopus longirostris,Haematopodidae,Charadriiformes,Coastal beach,Probe with bill,Soft Plastic,0
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Salvin's Prion,Pachyptila salvini,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,3
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,7
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,7
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,12
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,2
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Short Tailed Shearwater,Puffinus tenuirostris,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Shy Albatross,Thalassarche cauta,Diomedeiadae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,1
Bird,Silver Gull,Chroicocephalus novaehollandiae,Laridae,Charadriiformes,Coastal beach,Pick from beach,Soft Plastic,0
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Soft Plastic,1
Bird,Slender Billed Prion,Pachyptila belcheri,Procellariidae,Procellariiformes,Pelagic,Flight feeding,Soft Plastic,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Southern Giant Petrel,Macronectes giganteus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Wedge Tailed Shearwater,Puffinus pacificus,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Bird,Westland Black Petrel,Procellaria westlandica,Procellariidae,Procellariiformes,Pelagic,Surface feeding,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,8
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,7
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,1
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,5
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,12
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,9
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,10
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,6
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,4
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,17
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,19
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,21
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,3
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,0
Trawl,NA,NA,NA,NA,NA,NA,Soft Plastic,2
"*note: this is a cleaned dataset used for analysis in the paper: some of the single species samples were removed and not analysed, and some of the samples where debris was collected but degraded before it could be measured/categorised was also not included.",NA,NA,NA,NA,NA,NA,Soft Plastic,NA
